Ticker,Name,City,State,Industry,Sector,FullTimeEmployees,AuditRisk,BoardRisk,OverallRisk,PreviousClose,Open,DividendRate,PayoutRatio,Beta,TrailingPE,ForwardPE,Volume,AverageVolume,MarketCap,PriceToSalesTrailing12Months,TwoHundredDayAverage,EnterpriseValue,ProfitMargins,FloatShares,SharesOutstanding,SharesShort,HeldPercentInstitutions,ShortRatio,ShortPercentOfFloat,BookValue,PriceToBook,EarningsQuarterlyGrowth,NetIncomeToCommon,TrailingEps,ForwardEps,PegRatio,EnterpriseToRevenue,EnterpriseToEbitda,52WeekChange,CurrentPrice,TargetMeanPrice,TargetMedianPrice,RecommendationMean,RecommendationKey,NumberOfAnalystOpinions,TotalCash,TotalCashPerShare,Ebitda,TotalDebt,QuickRatio,CurrentRatio,TotalRevenue,DebtToEquity,RevenuePerShare,ReturnOnAssets,ReturnOnEquity,FreeCashflow,OperatingCashflow,EarningsGrowth,RevenueGrowth,GrossMargins,EbitdaMargins,OperatingMargins
CLX,Clorox Company (The),Oakland,CA,Household & Personal Products,Consumer Defensive,8100,5,3,6,135.74,136.32,4.8,2.4639,0.38,70.43299,21.11901,4436394,1271103,16969048064,2.35387,140.60905,19934074880,0.03329,123869024,124188000,4603992,0.8145,3.32,0.0423,0.733,186.412,,240000000,1.94,6.47,1.95,2.765,17.44,-0.128627,136.64,149.7,150,3.1,hold,18,219000000,1.763,1143000064,3020000000,0.483,0.9,7208999936,1184.314,58.111,0.098400004,1.1803299,550625024,785000000,,-0.053,0.42238998,0.15855,0.129
CME,CME Group Inc.,Chicago,IL,Financial Data & Stock Exchanges,Financial Services,3565,1,10,10,198.49,196.28,8.65,1.1048,0.526,22.175596,19.486975,5763948,1883237,70025437184,12.470028,209.84814,72339914752,0.56942004,358574700,360062016,3920926,0.89663005,2.17,0.0109,75.57,2.573508,-0.032,3157299968,8.77,9.98,6.59,12.882,18.773,0.08714855,194.48,227.54,228,2.4,buy,13,1557900032,4.327,3853400064,3872300032,0.023,1.013,5615499776,14.26,15.638,0.01469,0.11726,2383000064,3444100096,-0.033,0.032,1,0.68621004,0.64593005
CMS,CMS Energy Corporation,Jackson,MI,Utilities - Regulated Electric,Utilities,8356,1,4,1,59.48,59.6,2.06,0.6029,0.395,18.155487,16.587744,4705568,2473029,17783713792,2.418237,57.8544,33571739648,0.1319,296700270,298635008,10161857,0.95876,3.91,0.0387,25.861,2.302695,0.407,959000000,3.28,3.59,2.34,4.565,13.002,-0.000671268,59.55,64.39,65,2.2,buy,15,802000000,2.686,2582000128,15806000128,0.741,1.347,7353999872,185.822,25.129,0.02895,0.108430006,-1326499968,2224999936,0.391,-0.047,0.40631,0.3511,0.20955999
KO,Coca-Cola Company (The),Atlanta,GA,Beverages - Non-Alcoholic,Consumer Defensive,79100,2,7,2,62.18,62.18,1.94,0.749,0.593,25.208836,20.85382,28282194,12182967,2.70E+11,5.869051,59.30925,2.99E+11,0.23406,3874531924,4307959808,31915734,0.63244,2.46,0.0075,6.135,10.231459,0.023,10784000000,2.49,3.01,3.65,6.485,20.387,0.025318503,62.77,67.67,68,2.1,buy,24,16919000064,3.927,14654999552,43767001088,0.746,1.039,46073999360,156.613,10.668,0.08607,0.39314997,10807749632,11966999552,0.026,0.029,0.59981996,0.31808,0.32965
CTSH,Cognizant Technology Solutions ,Teaneck,NJ,Information Technology Services,Technology,344400,4,4,2,68.14,68.45,1.2,0.28059998,1.04,16.388489,13.750503,6627464,3885930,33978578944,1.760457,70.9873,33012570112,0.108389996,495781851,497199008,13659551,0.98596,3.53,0.035099998,27.143,2.517776,-0.059,2092000000,4.17,4.97,2.23,1.71,9.647,0.09414029,68.34,76.24,75,2.8,hold,21,2243000064,4.511,3422000128,1276999936,2.014,2.353,19300999168,9.466,38.448,0.1005,0.15999,1814000000,1696000000,-0.036,-0.011,0.34370998,0.17729999,0.15084
CL,Colgate-Palmolive Company,New York,NY,Household & Personal Products,Consumer Defensive,34000,2,5,1,96.95,96.99,2,0.6095,0.383,30.879364,25.330729,6378293,4150690,79804293120,4.0403147,82.6744,87570309120,0.13219,772592988,820441024,10232328,0.85308,2.13,0.0125,0.28,347.39285,0.836,2611000064,3.15,3.84,3.25,4.433,18.616,0.26918054,97.27,97.38,99,2.2,buy,19,1310000000,1.597,4704000000,8689000448,0.588,1.061,19751999488,1408.266,23.935,0.15709,5.3167,2803000064,3691000064,0.855,0.062,0.59002,0.23815,0.20948
CMCSA,Comcast Corporation,Philadelphia,PA,Telecom Services,Communication Services,186000,6,9,10,37.85,38.17,1.24,0.313,1.001,10.206897,8.551111,49147049,20661780,1.51E+11,1.2381705,42.0863,2.42E+11,0.12638,3882114084,3914180096,55361723,0.88542,2.55,0.0143,20.977,1.83439,0.006,15411000320,3.77,4.5,1.04,1.983,6.433,-0.05128205,38.48,47.13,48,2.3,buy,26,6514999808,1.66,37586001920,96572997632,0.488,0.595,1.22E+11,115.945,30.036,0.056110002,0.18132,22999126016,29120999424,0.066,0.012,0.70001,0.30824,0.19326
CAG,"ConAgra Brands, Inc.",Chicago,IL,Packaged Foods,Consumer Defensive,18600,3,9,7,28.5,28.67,1.4,0.6935,0.311,14.482411,10.674074,6243027,4440946,13777775616,1.1369396,28.85665,22447167488,0.07856,475280424,478063008,14496443,0.87852997,3.48,0.0346,19.15,1.5049609,-0.097,952000000,1.99,2.7,18.07,1.852,10.002,-0.15927655,28.82,31.5,32,2.9,hold,15,78500000,0.164,2244199936,8677300224,0.287,0.947,12118299648,94.058,25.336,0.05258,0.10474,970162496,1823299968,-0.099,-0.017,0.2734,0.18518999,0.1765
COP,ConocoPhillips,Houston,TX,Oil & Gas E&P,Energy,10000,2,8,5,111.33,111.83,3.25,0.4054,1.238,12.609286,11.078607,27097211,5560820,1.30E+11,2.2814903,118.0129,1.43E+11,0.18634,1167253385,1164310016,12154678,0.83343005,2.5,0.0104,42.175,2.6399524,-0.126,10554999808,8.83,10.05,2.97,2.509,5.87,0.09900308,111.34,143.91,144,2,buy,23,6061000192,5.182,24287000576,18417000448,1.133,1.35,56819998720,37.338,47.661,0.10516,0.21806999,5624124928,19547000832,-0.097,-0.068,0.48786,0.42744,0.26525998
ED,"Consolidated Edison, Inc.",New York,NY,Utilities - Regulated Electric,Utilities,14592,9,5,5,90.53,90.65,3.32,0.6221,0.344,17.240458,16.132143,3202328,2069187,31242733568,2.1487436,90.5057,56097705984,0.12420999,345260625,345835008,7973374,0.68722,3.39,0.0298,62.471,1.446111,-0.498,1806000000,5.24,5.6,2.8,3.858,10.669,-0.014616072,90.34,92.58,94,3.1,hold,12,169000000,0.489,5257999872,25024000000,0.663,0.988,14540000256,115.771,42.041,0.030769998,0.08507,-2162500096,2636999936,-0.486,-0.028,0.52579,0.36161998,0.27617002
STZ,"Constellation Brands, Inc.",Victor,NY,Beverages - Wineries & Distilleries,Consumer Defensive,10600,10,4,9,262.83,263.45,4.04,0.3791,0.885,28.091684,17.427248,1387126,1177412,48214175744,4.839906,249.7984,60934729728,0.1734,166203362,182952992,3202703,0.81908995,3.2,0.0182,53.273,4.9462204,0.76,1727399936,9.38,15.12,1.71,6.117,16.844,0.0869565,263.5,300.92,300,1.9,buy,22,152400000,0.833,3617499904,12557599744,0.392,1.187,9961799680,124.77,54.345,0.07915,0.1878,883262528,2780000000,0.764,0.071,0.50404,0.36314,0.28085
CEG,Constellation Energy Corporatio,Baltimore,MD,Utilities - Renewable,Utilities,13871,3,2,5,222.31,223,1.41,0.1598,0.794,29.084002,25.305105,5513390,3028108,68762214400,2.9243097,148.9446,78544175104,0.10248999,314456220,315235008,3909172,0.86653,1.44,0.014099999,35.552,6.1355205,8.198,2409999872,7.5,8.62,1.96,3.34,15.687,1.4068189,218.13,234.95,234.69,2.2,buy,12,562000000,1.783,5007000064,9982999552,0.637,1.429,23513999360,86.358,73.424,0.03061,0.20825,-930374976,-5089999872,8.586,-0.186,0.17729999,0.21294,0.13245
COO,"The Cooper Companies, Inc.",San Ramon,CA,Medical Instruments & Supplies,Healthcare,15000,9,6,7,91.73,91.78,0.02,0.0044,1.021,54.14793,23.108585,1345417,1050203,18221471744,4.883149,90.70641,21100161024,0.09109,197821618,199120000,2621159,0.97065,2.61,0.0149,39.195,2.3347366,1.234,339900000,1.69,3.96,2.27,5.655,21.365,-0.020445287,91.51,108.29,110,2.2,buy,14,112400000,0.564,987600000,2990899968,0.841,1.952,3731500032,38.326,18.803,0.03208,0.04478,111375000,550400000,1.2,0.074,0.66233003,0.26466998,0.17155
CPRT,"Copart, Inc.",Dallas,TX,Specialty Business Services,Industrials,12000,10,10,9,54.01,54.28,0,,1.263,37.930073,33.276073,5559554,3963429,52195045376,12.530576,50.35025,49241657344,0.33328,877422954,962297984,11601441,0.85759,2.98,0.0149,7.452,7.278583,0.091,1388237952,1.43,1.63,1.67,11.822,27.65,0.21750844,54.24,59.5,59.99,2.1,buy,6,3090329088,3.211,1780914944,112033000,5.893,7.364,4165414912,1.557,4.343,0.13965,0.21706,564300992,1391920000,0.083,0.103,0.46631,0.42755002,0.38785
GLW,Corning Incorporated,Corning,NY,Electronic Components,Technology,49800,8,6,7,39.85,40.04,1.12,1.5555999,1.075,55.624996,18.204544,12917967,5554801,34307590144,2.770092,31.5463,41566601216,0.04958,772841862,856619008,13830869,0.72093004,2.82,0.0162,13.707,2.9218647,0.188,614000000,0.72,2.2,1.83,3.356,15.686,0.17311072,40.05,38.42,38,2.3,buy,13,1364999936,1.593,2649999872,8290999808,0.715,1.67,12385000448,71.728,14.571,0.02846,0.057389997,327124992,2150000128,0.2,-0.064,0.33944,0.21396999,0.086389996
CPAY,"Corpay, Inc.",Atlanta,GA,Software - Infrastructure,Technology,10500,10,7,6,262.45,263.25,0,,1.215,,12.055505,1419596,485167,18772228096,4.950956,272.43295,24244185088,0.2629,67951051,70268496,2306767,0.96292996,4.58,0.0383,,,0.07,996824000,,22.16,1.05,6.394,12.022,0.1167078,267.15,321.81,328,2.2,buy,16,1346248960,19.159,2016670976,6790353920,0.74,1.07,3791636992,206.88,52.142,0.069,0.32344002,1062753472,1573650944,0.083,0.038,0.78310996,0.53187,0.42485002
CTVA,"Corteva, Inc.",Indianapolis,IN,Agricultural Inputs,Basic Materials,22500,2,3,3,52.37,52.44,0.64,0.6364,0.781,53.454544,15.206896,8773974,3270782,36883968000,2.19104,51.39405,40106971136,0.033210002,695582048,696976000,8496774,0.83959,2.63,0.0138,35.493,1.4909981,-0.296,698000000,0.99,3.48,1.38,2.382,13.338,-0.08774352,52.92,63.33,65,2.1,buy,21,1658000000,2.379,3007000064,4640000000,0.846,1.515,16833999872,18.554,23.848,0.02491,0.027929999,2484124928,2471000064,-0.28,-0.08,0.42456,0.17863001,0.14715
CSGP,"CoStar Group, Inc.",Washington,DC,Real Estate Services,Real Estate,6152,1,4,3,73.07,73.33,0,,0.836,102.69444,58.220474,6849073,2169203,30204860416,11.952853,83.77985,26346530816,0.116459996,403217630,408504992,8781742,1.0144,4.32,0.025799999,17.944,4.1205974,-0.923,294300000,0.72,1.27,7.93,10.426,93.262,-0.1579547,73.94,104.17,106.5,1.9,buy,12,4951600128,12.126,282500000,1105299968,8.984,9.091,2527000064,15.053,6.231,0.01191,0.041139998,30369000,505900000,-0.921,0.123,0.79679,0.11179,-0.0652
COST,Costco Wholesale Corporation,Issaquah,WA,Discount Stores,Consumer Defensive,316000,8,4,2,862.44,866.64,4.64,0.2616,0.781,52.657352,48.008488,3852859,1781033,3.76E+11,1.4824317,679.2201,3.74E+11,0.028269999,442062652,443335008,6603415,0.71912,4.02,0.0149,49.103,17.276134,0.291,7173000192,16.11,17.67,5.33,1.474,33.255,0.6207061,848.31,841.75,851,2.1,buy,29,11498999808,25.937,11242999808,9297000448,0.398,0.941,2.54E+11,42.704,571.547,0.08376,0.31638,5245000192,12106000384,0.29,0.091,0.12498,0.044320002,0.037550002
CTRA,Coterra Energy Inc.,Houston,TX,Oil & Gas E&P,Energy,894,8,7,7,26.89,26.93,0.84,0.4709,0.199,15.476745,8.873334,26905412,6202667,19811483648,3.6125972,26.7834,21268480000,0.23705,732674988,744233024,17860974,0.89685994,3.17,0.0277,17.569,1.5151688,-0.48,1296999936,1.72,3,1.02,3.878,6.219,0.11101842,26.62,33.82,34,2.2,buy,25,1539000064,2.068,3420000000,2988000000,1.414,1.492,5484000256,22.814,7.288,0.052199997,0.10098,643500032,3020000000,-0.467,-0.127,0.71207,0.62363,0.3198
CRWD,"CrowdStrike Holdings, Inc.",Austin,TX,Software - Infrastructure,Technology,8429,2,5,8,382.14,380.63,0,,1.074,718.16986,77.2069,54077448,4203064,92630499328,28.206512,269.46912,89754140672,0.04009,227931574,230883008,6686504,0.75276,2.67,0.0294,10.426,36.50777,86.21,131656000,0.53,4.93,4.01,27.331,618.346,1.6840844,380.63,399.69,400,1.7,buy,45,3702437120,15.214,145152000,792976000,1.642,1.804,3284011008,30.87,13.676,0.00255,0.06488,1123540096,1248542976,82.333,0.33,0.75289,0.0442,0.00753
CCI,Crown Castle Inc.,Houston,TX,REIT - Specialty,Real Estate,4700,2,3,3,96.41,96.9,6.26,1.9563,0.831,30.15625,36.692013,3620392,2841375,41931468800,6.1222763,102.65735,70930489344,0.20368,432281084,434523008,5341207,0.93692,1.59,0.014099999,13.903,6.940948,-0.256,1395000064,3.2,2.63,-3.97,10.356,17.166,-0.12898278,96.5,111,110,2.8,hold,15,125000000,0.288,4132000000,29123999744,0.269,0.418,6848999936,481.548,15.772,0.03906,0.21023001,1530125056,3119000064,-0.265,-0.074,0.71893996,0.60330003,0.33821
CSX,CSX Corporation,Jacksonville,FL,Railroads,Industrials,23400,6,3,3,33.31,33.43,0.48,0.2459,1.19,18.25683,15.396313,18688154,12101382,65314213888,4.463793,33.79175,82967117824,0.24746999,1949687957,1954930048,31220839,0.78098,2.3,0.016,6.444,5.184668,-0.095,3620999936,1.83,2.17,1.58,5.67,11.63,0.009060741,33.41,39.33,40,2.1,buy,23,1484999936,0.76,7134000128,19132999680,0.954,1.148,14631999488,151.825,7.375,0.08177,0.29042,2315000064,5382000128,-0.05,-0.007,0.48756,0.48756,0.37055
CMI,Cummins Inc.,Columbus,IN,Specialty Industrial Machinery,Industrials,75500,10,6,6,278.31,278.22,6.72,0.485,1.018,20.318415,12.768096,3366475,969098,37879853056,1.113622,254.169,43282817024,0.05697,136038528,136780000,1831492,0.88655,1.99,0.0154,66.289,4.177767,1.523,1938000000,13.63,21.69,2.09,1.272,9.898,0.18234217,276.94,303.59,306,2.6,hold,15,3051000064,22.306,4373000192,7420000256,0.729,1.337,34015000576,73.458,240.134,0.066,0.19655001,4190874880,3747000064,1.528,-0.006,0.24285999,0.12856,0.09877
CVS,CVS Health Corporation,Woonsocket,RI,Healthcare Plans,Healthcare,219000,6,4,5,61,61.12,2.66,0.4351,0.519,10.766666,7.8078876,20871253,12791475,77042057216,0.21420683,70.2102,1.46E+11,0.02036,1252209432,1255369984,11374710,0.82205003,0.77,0.0091,59.08,1.0387609,-0.479,7320999936,5.7,7.86,-28.93,0.406,8.623,-0.12140298,61.37,67.1,65,2.4,buy,25,13089000448,10.426,16924000256,81792000000,0.544,0.81,3.60E+11,110.306,281.151,0.03175,0.10087,8363500032,10890999808,-0.467,0.036,0.14554,0.047059998,0.021329999
DHR,Danaher Corporation,Washington,DC,Diagnostics & Research,Healthcare,61000,9,10,8,248.56,249.85,1.08,0.1927,0.876,46.695972,29.373272,6839526,2902503,1.89E+11,7.9557467,234.77252,2.01E+11,0.18545,660218355,740686976,6010283,0.81672996,2.22,0.0091,72.16,3.5332594,-0.25,4068999936,5.46,8.68,4.34,8.471,27.111,0.20899141,254.96,272.09,274.43,2.1,buy,20,7031000064,9.493,7416999936,19263000576,1.338,1.848,23736999936,36.041,32.107,0.03859,0.07755,4861875200,6956000256,-0.251,-0.026,0.58891,0.31247,0.23085
DRI,"Darden Restaurants, Inc.",Orlando,FL,Restaurants,Consumer Cyclical,,8,3,2,154.29,155,5.6,0.6143,1.285,17.99061,14.570341,2668375,1283148,18295347200,1.606264,155.66045,24818976768,0.090220004,118575392,119359000,5934815,0.98174006,4.71,0.0766,18.813,8.147557,-0.022,1030499968,8.52,10.52,1.76,2.179,13.893,-0.05142647,153.28,174.6,175,2,buy,26,194800000,1.634,1786499968,6742799872,0.125,0.375,11390000128,300.682,94.996,0.0769,0.46377,1055637504,1611900032,-0.006,0.068,0.21160999,0.15685001,0.13418001
DVA,DaVita Inc.,Denver,CO,Medical Care Facilities,Healthcare,70000,6,2,2,140.24,140.22,0,,0.96,16.02948,13.847209,5696210,834638,12399393792,1.0049758,114.39795,25594757120,0.06611,48078894,87702600,3528099,0.50298,4.29,0.0701,10.558,13.390795,1.074,815636992,8.82,10.21,1.09,2.074,10.268,0.4563247,141.38,145.07,145,3,hold,7,355742016,4.056,2492648960,11841482752,1.296,1.426,12338002944,449.224,136.922,0.06361,0.43219003,563649152,1461638016,1.12,0.069,0.324,0.20202999,0.14395
DAY,"Dayforce, Inc.",Minneapolis,MN,Software - Application,Technology,9084,10,9,9,49.86,50.03,0,,1.253,152.03029,24.836634,3497417,1774941,7921842688,5.031019,65.409,8768743424,0.03302,139608864,157900000,11044581,1.12134,6.07,0.10560001,,,-0.283,52000000,0.33,2.02,1.4,5.569,36.782,-0.21938694,50.17,72.27,70,2.3,buy,15,392500000,2.486,238400000,1239399936,0.095,1.072,1574599936,50.945,10.095,0.00799,0.02248,153524992,217300000,-0.333,0.164,0.48368,0.1514,0.09432
DECK,Deckers Outdoor Corporation,Goleta,CA,Footwear & Accessories,Consumer Cyclical,4800,6,1,3,989.44,988.19,0,,1.109,33.554947,27.50884,624072,361532,24937211904,5.8159027,758.93646,23702034432,0.17715,25221400,25442500,916776,1.00763,2.93,0.0502,82.345,11.902848,0.39,759563008,29.21,35.63,3.16,5.528,23.838,0.9239557,980.14,1064.08,1076.63,2.2,buy,21,1502050944,59.037,994280000,266879008,2.559,3.394,4287762944,12.663,165.736,0.20571,0.39221,798238656,1033184000,0.429,0.212,0.55635,0.23189,0.15987
DE,Deere & Company,Moline,IL,Farm & Heavy Construction Machinery,Industrials,83000,9,5,7,381.53,377.96,5.88,0.16690001,0.985,11.299789,14.765355,2450701,1390862,1.03E+11,1.7635276,384.87506,1.66E+11,0.16156,255158825,275569984,3579199,0.78291,2.72,0.012999999,82.317,4.5560455,-0.171,9468000256,33.19,25.4,-1.5,2.836,10.744,-0.08569199,375.04,428.05,433,2.2,buy,19,4102000128,14.885,15472000000,66873999360,1.814,2.035,58603999232,293.487,206.898,0.08834,0.41759998,1816499968,9680000000,-0.116,-0.124,0.348,0.26400998,0.20827
DAL,"Delta Air Lines, Inc.",Atlanta,GA,Airlines,Industrials,103000,9,2,3,49.61,49.56,0.6,0.0385,1.375,6.330769,6.6910567,9399774,8930200,31865556992,0.5397557,42.0069,54602776576,0.08485,637907928,645313024,19303280,0.75522006,2.1,0.033800002,17.392,2.8392365,,5008999936,7.8,7.38,0.78,0.925,6.674,0.14464533,49.38,61.7,60,1.6,buy,18,4465999872,6.966,8181000192,27409000448,0.288,0.407,59036999680,245.799,92.354,0.05173,0.57537997,-573875008,6637000192,,0.078,0.22217,0.13857001,0.04117
DVN,Devon Energy Corporation,Oklahoma City,OK,Oil & Gas E&P,Energy,1900,6,1,2,45.99,46.27,2.05,0.461,2.115,8.727619,7.9965096,12610903,6635688,28958240768,2.009733,46.9021,34492239872,0.23235,626912400,632000000,15809891,0.72957003,2.51,0.0286,19.23,2.3827353,-0.401,3356000000,5.25,5.73,1.21,2.394,4.831,-0.040217876,45.82,58.37,58.5,2.2,buy,26,1126000000,1.782,7139999744,6486000128,0.856,1.04,14408999936,52.557,22.691,0.114930004,0.28903,1755374976,6605000192,-0.386,-0.005,0.53959,0.49552,0.23696
DXCM,"DexCom, Inc.",San Diego,CA,Medical Devices,Healthcare,9500,1,7,4,116.07,117.18,0,,1.22,75.740265,51.61062,7133365,2731583,46385860608,12.201026,116.2594,46078943232,0.16816,393830281,397684000,7783693,0.97222,2.85,0.0221,5.672,20.564175,2.012,639299968,1.54,2.26,3.59,12.12,54.306,-0.06403464,116.64,152.63,154.07,1.7,buy,24,2896999936,7.285,848499968,2590099968,2.435,2.898,3801799936,115.28,9.827,0.06789,0.28541002,524362496,802300032,1.987,0.242,0.62818,0.22318001,0.10977
FANG,"Diamondback Energy, Inc.",Midland,TX,Oil & Gas E&P,Energy,1023,6,5,5,192.73,193.57,9.26,0.4577,1.89,10.759865,9.2079115,3343005,1437627,34042304512,4.114371,172.66145,41039253504,0.38662997,177291505,178344000,5057265,0.93794,3.32,0.0325,95.043,2.0083542,0.079,3176999936,17.74,20.73,1.35,4.96,6.469,0.50039303,190.88,223.89,223,2,buy,26,896000000,5.024,6344000000,6824000000,0.868,0.92,8273999872,37.871,46.192,0.098900005,0.19910999,907374976,5829000192,0.102,0.174,0.82487,0.76674,0.52424
DLR,"Digital Realty Trust, Inc.",Austin,TX,REIT - Specialty,Real Estate,3664,5,3,9,147.89,148.225,4.88,1.3481,0.584,40.980667,110.708954,3589364,1862548,49117200384,9.081004,136.66444,66178142208,0.21476999,311973595,324502016,10389131,0.98269,4.18,0.042600002,58.537,2.5342946,3.096,1120896000,3.62,1.34,-8.27,12.235,28.077,0.3838619,148.35,148.69,157,2.4,buy,19,1220932992,3.908,2357018112,18498523136,0.936,1.026,5408784896,88.764,17.8,0.00973,0.05847,1384013312,1637329024,3.093,-0.028,0.52395,0.43578,0.12561
DFS,Discover Financial Services,Riverwoods,IL,Credit Services,Financial Services,21100,10,1,7,127.78,128,2.8,0.31780002,1.409,14.412031,9.842636,1663602,1244308,31818555392,3.2091331,108.1296,39344558080,0.22995001,248957613,250599008,2005915,0.86431,1.54,0.0092,54.525,2.3286564,-0.682,2201999872,8.81,12.9,-1.75,3.968,,0.09978342,126.97,135.33,138,2.6,hold,12,14005000192,55.886,,20475000832,1.092,1.096,9914999808,139.096,39.502,0.01596,0.15705,,8615000064,-0.691,0.028,0.93626,,0.14891
DG,Dollar General Corporation,Goodlettsville,TN,Discount Stores,Consumer Defensive,185800,9,1,9,127.5,128.15,2.36,0.344,0.449,18.771137,15.761322,3292960,2394098,28315881472,0.7211886,132.6696,45716942848,0.03846,218427955,219895008,6049609,0.94047,3.23,0.0311,31.834,4.0450463,-0.294,1510210944,6.86,8.17,-11.89,1.164,14.572,-0.23209494,128.77,150.54,152,2.4,buy,25,720700032,3.277,3137417984,18121809920,0.114,1.219,39262797824,258.876,178.83,0.04642,0.2335,755515776,2864488960,-0.295,0.061,0.29941,0.07991,0.05508
DLTR,"Dollar Tree, Inc.",Chesapeake,VA,Discount Stores,Consumer Defensive,65894,1,8,9,107.58,108,0,,0.902,,13.562182,5231956,2733253,22971066368,0.74309236,123.7922,32701765632,-0.03226,201989325,214944000,5548958,1.04131,2.62,0.0307,33.828,3.1592174,0.004,-997299968,-4.52,7.88,1.06,1.058,12.362,-0.25479394,106.87,141.19,143,2.4,buy,22,618499968,2.877,2645400064,10349200384,0.13,1.279,30912800768,141.529,141.364,0.048839998,-0.12303001,284337504,2628199936,0.021,0.042,0.30853,0.08558,0.0551
D,"Dominion Energy, Inc.",Richmond,VA,Utilities - Regulated Electric,Utilities,17700,2,6,2,49.81,49.95,2.67,1.1558,0.601,21.30303,14.346938,6347977,4263725,41248362496,2.9167275,47.3555,84733345792,0.11929,836249272,838211008,15767040,0.77137,3.91,0.0188,30.594,1.6084853,-0.313,1936000000,2.31,3.43,0.89,5.992,12.52,-0.0678159,49.21,52.39,53,2.8,hold,13,265000000,0.316,6768000000,41967001600,0.172,1.05,14142000128,153.047,16.896,0.0226,0.07232,-10778500096,6456999936,-0.323,-0.065,0.47057998,0.47856998,0.26652
DPZ,Domino's Pizza Inc,Ann Arbor,MI,Restaurants,Consumer Cyclical,6500,8,5,9,525,526.94,6.04,0.3357,0.852,34.128845,28.86228,859944,554683,18201534464,4.0094957,432.7594,23992027136,0.118990004,36157540,34880200,1317858,0.98810995,2.21,0.0427,-112.88,,0.215,540172032,15.29,18.08,2.68,5.285,26.46,0.6346009,521.83,553.8,565,2.1,buy,30,295352000,8.117,906721024,5299667968,0.961,1.755,4539607040,,129.948,0.31473,,417489984,599646016,0.301,0.031,0.28482,0.19974001,0.18064
DOV,Dover Corporation,Downers Grove,IL,Specialty Industrial Machinery,Industrials,25000,6,7,4,183.3,182.62,2.04,0.19549999,1.243,17.548077,18.37865,1432577,1040203,25080975360,2.967091,157.92195,28093507584,0.17277001,136681166,137430000,3156548,0.88605005,2.96,0.0297,37.494,4.8674455,1.766,1460475008,10.4,9.93,2.36,3.323,16.252,0.27533197,182.5,194.52,195,2.2,buy,13,929953984,6.767,1728628992,3942457088,0.821,1.31,8453051904,76.51,60.521,0.077020004,0.30384,1049210624,1261654016,1.773,0.007,0.36965,0.2045,0.14938
DOW,Dow Inc.,Midland,MI,Chemicals,Basic Materials,35900,1,9,5,54.21,54.1,2.8,1.6667,1.244,32.136906,12.916269,10537507,4166004,37966094336,0.8720621,54.3386,51778080768,0.027520001,701433751,703206016,13830486,0.68013,3.35,0.0197,26.201,2.0606084,,1187000064,1.68,4.18,0.65,1.189,10.179,0.039268494,53.99,60.84,60,2.8,hold,19,4494000128,6.391,5087000064,17813999616,0.948,1.8,43535998976,94.169,61.773,0.026180001,0.06414,2506249984,5125000192,,-0.092,0.113350004,0.11685,0.056760002
DHI,"D.R. Horton, Inc.",Arlington,TX,Residential Construction,Consumer Cyclical,13450,5,8,6,141.15,141.42,1.2,0.075,1.686,9.706203,9.240104,3460056,2345766,46890733568,1.2651663,137.3582,50609569792,0.13394,324346219,329312000,6595806,0.84038,2.4,0.0253,72.125,1.9742115,0.244,4964299776,14.67,15.41,2.26,1.366,7.761,0.18767202,142.39,167.08,171.22,2.3,buy,18,2747899904,8.344,6520999936,5985800192,0.549,5.256,37062901760,24.637,110.586,0.12267,0.22091,1243350016,2360399872,0.289,0.142,0.24962999,0.17593999,0.16354999
DTE,DTE Energy Company,Detroit,MI,Utilities - Regulated Electric,Utilities,9608,9,8,6,111.12,111.63,4.08,0.6457,0.67,18.15221,15.447076,1884679,1057693,22951383040,1.8803362,106.97385,44557410304,0.103640005,206088801,206936992,3458089,0.77826,3.19,0.0216,53.992,2.0541933,-0.297,1262000000,6.11,7.18,3.26,3.65,13.568,0.003710389,110.91,120.44,121,2.3,buy,13,492000000,2.378,3284000000,22093000704,0.424,0.754,12206000128,197.647,59.252,0.02994,0.115930006,-1239500032,3337999872,-0.299,-0.143,0.34655,0.26905,0.15925999
DUK,Duke Energy Corporation (Holdin,Charlotte,NC,Utilities - Regulated Electric,Utilities,27037,1,4,2,100.1,100.29,4.1,0.7299,0.447,17.860464,15.7725115,4986006,2774217,77053419520,2.6572895,94.86975,1.62E+11,0.10949001,769862344,771769024,11122584,0.66346,3.79,0.014400001,61.644,1.6196222,0.415,4311000064,5.59,6.33,2.52,5.586,11.774,0.09907532,99.84,107.18,108,2.4,buy,15,459000000,0.595,13756000256,82322997248,0.28,0.778,28996999168,162.572,37.597,0.02616,0.08798,-3268124928,10869000192,0.427,0.054,0.49288,0.47439,0.25445998
DD,"DuPont de Nemours, Inc.",Wilmington,DE,Specialty Chemicals,Basic Materials,24000,8,8,7,79.87,79.65,1.52,1.587,1.248,86.771736,18.78353,6891313,2480408,33377243136,2.785848,73.6928,40192274432,0.02963,416737189,418104000,4423310,0.73003,1.97,0.012,56.411,1.4151496,-0.265,404000000,0.92,4.25,2.35,3.355,14.167,0.17743361,79.83,90.44,89.5,2.3,buy,14,1934000000,4.626,2836999936,8320999936,1.409,2.331,11980999680,34.654,27.174,0.02654,0.01731,2592375040,2036999936,-0.209,-0.029,0.35356,0.23679,0.13204001
