Ticker,Name,Industry,Sector,Long_Business_Summary,Full_Time_Employees,Audit_Risk,Board_Risk,Compensation_Risk,Shareholder_Rights_Risk,Overall_Risk,Previous_Close,Open,Fifty_Two_Week_Low,Fifty_Two_Week_High,Dividend_Rate,Payout_Ratio,Beta,Trailing_PE,Forward_PE,Volume,Regular_Market_Volume,Average_Volume,Market_Cap,Price_To_Sales_Trailing_12_Months,Fifty_Day_Average,Two_Hundred_Day_Average,Float_Shares,Shares_Outstanding,Shares_Short,Shares_Short_Prior_Month,Held_Percent_Institutions,Short_Ratio,Short_Percent_Of_Float,Implied_Shares_Outstanding,Book_Value,Price_To_Book,Earnings_Quarterly_Growth,Enterprise_Value,Profit_Margins,Net_Income_To_Common,Trailing_EPS,Forward_EPS,PEG_Ratio,Enterprise_To_Revenue,Enterprise_To_EBITDA,Fifty_Two_Week_Change,Last_Dividend_Value,Current_Price,Target_High_Price,Target_Low_Price,Target_Mean_Price,Target_Median_Price,Recommendation_Mean,Recommendation_Key,Number_Of_Analyst_Opinions,Total_Cash,Total_Cash_Per_Share,EBITDA,Total_Debt,Quick_Ratio,Current_Ratio,Total_Revenue,Debt_To_Equity,Revenue_Per_Share,Return_On_Assets,Return_On_Equity,Free_Cash_Flow,Operating_Cash_Flow,Earnings_Growth,Revenue_Growth,Gross_Margins,EBITDA_Margins,Operating_Margins,Trailing_PEG_Ratio
FE,FirstEnergy Corp.,Utilities - Regulated Electric,Utilities,"FirstEnergy Corp., through its subsidiaries, generates, transmits, and distributes electricity in the United States. It operates through Regulated Distribution and Regulated Transmission segments. The company owns and operates coal-fired, nuclear, hydroelectric, wind, and solar power generating facilities. It operates 24,080 circuit miles of overhead and underground transmission lines; and electric distribution systems, including 274,518 miles of overhead pole line and underground conduit carrying primary, secondary, and street lighting circuits. The company serves approximately 6 million customers in Ohio, Pennsylvania, West Virginia, Maryland, New Jersey, and New York. FirstEnergy Corp. was incorporated in 1996 and is headquartered in Akron, Ohio.",12042,10,5,9,3,7,38.27,38.27,32.18,40.65,1.7,0.84660006,0.488,20.582012,13.601399,960435,960435,2555864,22387574784,1.7571285,38.9032,37.2944,508572396,575516032,12504199,12110711,0.91425,4.68,0.028299998,575516032,21.541,1.8058586,-0.134,46868017152,0.08343001,1084000000,1.89,2.86,2.26,3.679,12.379,-0.012896597,0.425,38.9,47,35,41.91,42,2.5,buy,16,888000000,1.543,3785999872,24515000320,0.408,0.648,12741000192,180.085,22.216,0.02777,0.09481,-2012999936,1459000064,-0.137,0.017,0.68605006,0.29715002,0.19744,1.2817
FI,"Fiserv, Inc.",Information Technology Services,Technology,"Fiserv, Inc., together with its subsidiaries, provides payments and financial services technology services in the United States, Europe, the Middle East and Africa, Latin America, the Asia-Pacific, and internationally. It operates through Merchant Acceptance, Financial Technology, and Payments and Network segments. The Merchant Acceptance segment provides merchant acquiring and digital commerce services; mobile payment services; security and fraud protection products; Clover, a cloud based POS and integrated commerce operating system for small and mid-sized businesses and independent software vendors; and Carat, an integrated operating system for large businesses. This segment distributes through various channels, including direct sales teams, strategic partnerships with agent sales forces, independent software vendors, financial institutions, and other strategic partners in the form of joint venture alliances, revenue sharing alliances, and referral agreement. The Financial Technology segment offers customer deposit and loan accounts, as well as manages an institution's general ledger and central information files. This segment also provides digital banking, financial and risk management, professional services and consulting, check processing, and other products and services. The Payments and Network segment offers card transactions, such as debit, credit, and prepaid card processing and services; funds access, debit payments, cardless ATM access, and surcharge-free ATM network; security and fraud protection products; card production; print services; and various network services, as well as non-card digital payment software and services, including bill payment, account-to-account transfers, person-to-person payments, electronic billing, and security and fraud protection products. It serves merchants, banks, credit unions, other financial institutions, and corporate clients. Fiserv, Inc. was incorporated in 1984 and is headquartered in Milwaukee, Wisconsin.",42000,6,6,1,1,1,149.79,149.7,109.12,159.99,0,0,0.928,28.262665,14.9001,810755,810755,2434537,88691261440,4.564891,150.7152,137.7214,580783821,585102016,8577697,7247501,0.93241,3.3,0.0148,588763008,49.148,3.0650282,0.306,1.12E+11,0.16676001,3240000000,5.33,10.11,1.11,5.752,13.628,0.24658787,0,150.64,200,130,171.95,173.22,1.9,buy,32,1214000000,2.075,8200000000,24539000832,0.153,1.056,19428999168,82.95,32.237,0.03759,0.109189995,3951375104,4863000064,0.393,0.074,0.60523,0.42205003,0.24186,0.9981
FMC,FMC Corporation,Agricultural Inputs,Basic Materials,"FMC Corporation, an agricultural sciences company, provides crop protection, plant health, and professional pest and turf management products. It develops, markets, and sells crop protection chemicals that includes insecticides, herbicides, and fungicides; and biologicals, crop nutrition, and seed treatment products, which are used in agriculture to enhance crop yield and quality by controlling a range of insects, weeds, and diseases, as well as in non-agricultural markets for pest control. The company markets its products through its own sales organization and through alliance partners, independent distributors, and sales representatives. It operates in North America, Latin America, Europe, the Middle East, Africa, and Asia. The company was founded in 1883 and is headquartered in Philadelphia, Pennsylvania.",6200,2,8,6,8,6,56.39,57,49.49,107.15,2.32,0.2379,0.883,5.8805127,11.375992,932927,932927,1972606,7156440064,1.762453,59.8782,59.9622,123940102,124818000,9315592,9763181,0.9987,5.15,0.0956,124818000,34.542,1.6598634,,11124063232,0.27652,1220000000,9.75,5.04,3.4,2.74,16.794,-0.47096348,0.58,57.335,90,55,70.35,68.97,2.5,buy,17,420500000,3.369,662400000,4484700160,0.911,1.463,4060499968,103.503,32.494,0.025150001,0.31211,440100000,313100000,,-0.317,0.39143002,0.16313,0.12516,
F,Ford Motor Company,Auto Manufacturers,Consumer Cyclical,"Ford Motor Company develops, delivers, and services a range of Ford trucks, commercial cars and vans, sport utility vehicles, and Lincoln luxury vehicles worldwide. It operates through Ford Blue, Ford Model e, and Ford Pro; Ford Next; and Ford Credit segments. The company sells Ford and Lincoln vehicles, service parts, and accessories through distributors and dealers, as well as through dealerships to commercial fleet customers, daily rental car companies, and governments. It also engages in vehicle-related financing and leasing activities to and through automotive dealers. In addition, the company provides retail installment sale contracts for new and used vehicles; and direct financing leases for new vehicles to retail and commercial customers, such as leasing companies, government entities, daily rental companies, and fleet customers. Further, it offers wholesale loans to dealers to finance the purchase of vehicle inventory; and loans to dealers to finance working capital and enhance dealership facilities, purchase dealership real estate, and other dealer vehicle programs. The company was incorporated in 1903 and is based in Dearborn, Michigan.",177000,9,10,8,10,10,11.84,11.93,9.63,15.42,0.6,0.6186,1.625,12.577319,6.321244,40450207,40450207,48103982,48478285824,0.27312633,12.2278,11.90895,3907460069,3921489920,118838359,139017596,0.57822,2.23,0.032899998,4051680000,10.738,1.136152,-0.242,1.74E+11,0.0221,3921999872,0.97,1.93,-2.25,0.979,15.688,-0.16087884,0.15,12.2,21,10,13.7,13,2.7,hold,24,24900999168,6.237,11079999488,1.51E+11,0.947,1.168,1.77E+11,352.992,44.426,0.01116,0.09401,-1755250048,13502999552,-0.25,0.031,0.08604,0.06242,0.0313,0.6217
FTNT,"Fortinet, Inc.",Software - Infrastructure,Technology,"Fortinet, Inc. provides cybersecurity and convergence of networking and security solutions worldwide. It offers secure networking solutions focus on the convergence of networking and security; network firewall solutions that consist of FortiGate data centers, hyperscale, and distributed firewalls, as well as encrypted applications; wireless LAN solutions; and secure connectivity solutions, including FortiSwitch secure ethernet switches, FortiAP wireless local area network access points, FortiExtender 5G connectivity gateways, and other products. The company also provides the Fortinet Unified SASE solutions that include firewall, SD-WAN, Secure web gateway, cloud access services broker, data loss prevention, zero trust network access, and cloud security, including web application firewalls, virtualized firewalls, and cloud-native firewalls. In addition, it offers security operations solutions comprising FortiAI generative AI assistant, FortiSIEM security information and event management, FortiSOAR security orchestration, automation and response, FortiEDR endpoint detection and response, FortiXDR extended detection and response, FortiMDR managed detection and response service, FortiNDR network detection and response, FortiRecon digital risk protection, FortiDeceptor deception technology, FortiGuard SoCaaS, FortiSandbox sandboxing, FortiGuard incident response, and other products. Further, the company offers FortiGuard security services consisting of FortiGuard application security, content security, device security, NOC/SOC security, and web security services; FortiCare technical support services; and training services to customers and channel partners, as well as operates a FortiGuard Lab, a cybersecurity threat intelligence and research organization. It serves enterprise, communication and security service providers, government organizations, and small and medium-sized businesses. The company was incorporated in 2000 and is headquartered in Sunnyvale, California.",13522,5,8,4,5,5,58.56,58.4,44.12,81.24,0,0,0.976,37.964287,29.82908,1733928,1733928,5457772,44663635968,8.277482,61.3842,61.29335,641898911,763937984,12759936,13966069,0.70342004,2.04,0.0202,763937984,-0.18,,0.208,42795708416,0.22228001,1199399936,1.54,1.96,3.09,7.931,30.595,-0.17590767,0,58.465,91.5,54,71.8,70,2.5,buy,37,3023099904,3.957,1398800000,1082599936,1.058,1.2,5395800064,,6.977,0.11076,,1523299968,2088400000,0.258,0.072,0.77129,0.25924,0.23653,1.5476
FTV,Fortive Corporation,Scientific & Technical Instruments,Technology,"Fortive Corporation designs, develops, manufactures, and services professional and engineered products, software, and services in the United States, China, and internationally. It operates in three segments: Intelligent Operating Solutions, Precision Technologies, and Advanced Healthcare Solutions. The Intelligent Operating Solutions segment provides advanced instrumentation, software, and services, including electrical test and measurement, facility and asset lifecycle software applications, and connected worker safety and compliance solutions for manufacturing, process industries, healthcare, utilities and power, communications and electronics, and other industries. This segment markets its products and services under the ACCRUENT, FLUKE, GORDIAN, INDUSTRIAL SCIENTIFIC, INTELEX, PRUFTECHNIK, and SERVICECHANNEL brands. The Precision Technologies segment offers electrical test and measurement, sensing and material technologies for industrial, power and energy, automotive, medical equipment, food and beverage, aerospace and defense, semiconductor, and other general industries under the ANDERSON-NEGELE, GEMS, SETRA, HENGSTLER-DYNAPAR, QUALITROL, PACIFIC SCIENTIFIC, KEITHLEY, and TEKTRONIX brand names. The Advanced Healthcare Solutions segment provides critical workflow solutions comprising instrument sterilization, instrument tracking, design and manufacture of cell therapy equipment, biomedical test tools, radiation detection and safety monitoring, and end-to-end clinical productivity software and solutions under the ASP, CENSIS, CENSITRAC, EVOTECH, FLUKE BIOMEDICAL, INVETECH, LANDAUER, PROVATION, RAYSAFE, and STERRAD brands. Fortive Corporation was incorporated in 2015 and is headquartered in Everett, Washington.",18000,6,1,8,7,5,73.6,73.78,63.05,87.1,0.32,0.118999995,1.17,29.63095,17.906473,707762,707762,1587885,26286004224,4.288722,76.23,75.8482,350388208,352028992,2290631,3229315,0.96032995,1.21,0.0073,353668992,29.763,2.5088196,0.195,29152808960,0.14678,899600000,2.52,4.17,1.97,4.756,18.104,0.021796465,0.08,74.67,98,67,86.77,86.63,2.2,buy,16,704600000,2.002,1610300032,3941700096,1.02,1.503,6129099776,37.601,17.411,0.04237,0.088369995,1089812480,1435900032,0.184,0.044,0.59554,0.26273,0.15684,1.2416
FOXA,Fox Corporation,Entertainment,Communication Services,"Fox Corporation operates as a news, sports, and entertainment company in the United States (U.S.). The company operates through Cable Network Programming; Television; and Other, Corporate and Eliminations segments. The Cable Network Programming segment produces and licenses news, business news, and sports content for distribution through traditional cable television systems, direct broadcast satellite operators, and telecommunication companies, virtual multi-channel video programming distributors, and other digital platforms primarily in the U.S. Television segment produces, acquires, markets, and distributes programming through the FOX broadcast network, advertising supported video-on-demand service Tubi, and power broadcast television stations including duopolies and other digital platform; and engages in production of content for company and third parties. Other, Corporate and Eliminations segment comprises the FOX Studio Lot which provides television and film production services including office space, studio operation services, and facility operations; and Credible, a U.S. consumer finance marketplace. The company was incorporated in 2018 and is headquartered in New York, New York.",10400,3,9,5,10,10,34.46,34.29,28.285,35.405,0.52,0.16399999,0.782,10.859621,9.179999,789603,789603,3007519,15501301760,1.1135993,32.7198,31.0529,360918536,231150000,23850746,22873243,1.12472,8.34,0.1539,467900000,22.544,1.5270138,,20802555904,0.11185,1556999936,3.17,3.75,0.77,1.494,7.398,0.036702752,0.26,34.425,62,29,37.55,36,2.6,hold,21,3791000064,8.122,2812000000,8138999808,2.829,3.238,13920000000,74.499,28.539,0.06806,0.14995,656750016,1434000000,,-0.156,0.34749,0.20201,0.22889,1.1149
FOX,Fox Corporation,Entertainment,Communication Services,"Fox Corporation operates as a news, sports, and entertainment company in the United States (U.S.). The company operates through Cable Network Programming; Television; and Other, Corporate and Eliminations segments. The Cable Network Programming segment produces and licenses news, business news, and sports content for distribution through traditional cable television systems, direct broadcast satellite operators, and telecommunication companies, virtual multi-channel video programming distributors, and other digital platforms primarily in the U.S. Television segment produces, acquires, markets, and distributes programming through the FOX broadcast network, advertising supported video-on-demand service Tubi, and power broadcast television stations including duopolies and other digital platform; and engages in production of content for company and third parties. Other, Corporate and Eliminations segment comprises the FOX Studio Lot which provides television and film production services including office space, studio operation services, and facility operations; and Credible, a U.S. consumer finance marketplace. The company was incorporated in 2018 and is headquartered in New York, New York.",10400,3,9,5,10,10,32.06,31.95,25.815,33.24,0.52,0.16399999,0.782,10.11041,13.638298,285264,285264,1151635,15514475520,1.1145457,30.2968,28.70065,360918536,235580992,3733107,4204082,0.54381,3.9,0.028299998,484071008,22.544,1.4216642,,19682400256,0.11185,1556999936,3.17,2.35,,1.414,6.999,0.03186357,0.26,32.05,,,,,,none,,3791000064,8.122,2812000000,8138999808,2.829,3.238,13920000000,74.499,28.539,0.06806,0.14995,656750016,1434000000,,-0.156,0.34749,0.20201,0.22889,1.0371
BEN,"Franklin Resources, Inc.",Asset Management,Financial Services,"Franklin Resources, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to individuals, institutions, pension plans, trusts, and partnerships. It launches equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. The firm invests in the public equity, fixed income, and alternative markets. Franklin Resources, Inc. was founded in 1947 and is based in San Mateo, California with an additional office in Calgary, Canada; Dubai, United Arab Emirates; Edinburgh, United Kingdom; Fort Lauderdale, United States; Hyderabad, India; London, United Kingdom; Rancho Cordova, United states; Shanghai, China; Singapore; Stamford, United States; and Vienna, Austria.",10100,8,7,10,3,9,22.83,22.93,21.57,30.32,1.24,0.70519996,1.464,13.407515,8.31362,1106223,1106223,3911961,12204860416,1.506959,23.717,25.55305,312024751,526184992,19195144,23160667,0.51124,3.81,0.060900003,526184992,24.442,0.9489813,-0.36,14709164032,0.11094,861200000,1.73,2.79,1.43,1.816,7.597,-0.11648607,0.31,23.195,28,23,25.1,25,3.4,hold,10,3300199936,6.273,1936099968,4024199936,1.459,5.137,8098999808,27.125,16.32,0.02994,0.0775,-910262528,1352999936,-0.402,0.117,0.39856,0.23905,0.13406,4.8269
FCX,"Freeport-McMoRan, Inc.",Copper,Basic Materials,"Freeport-McMoRan Inc. engages in the mining of mineral properties in North America, South America, and Indonesia. It primarily explores for copper, gold, molybdenum, silver, and other metals. The company's assets include the Grasberg minerals district in Indonesia; Morenci, Bagdad, Safford, Sierrita, and Miami in Arizona; Chino and Tyrone in New Mexico; and Henderson and Climax in Colorado, North America, as well as Cerro Verde in Peru and El Abra in Chile. The company was formerly known as Freeport-McMoRan Copper & Gold Inc. and changed its name to Freeport-McMoRan Inc. in July 2014. Freeport-McMoRan Inc. was incorporated in 1987 and is headquartered in Phoenix, Arizona.",27200,3,4,2,4,2,49.56,49.47,32.83,55.24,0.6,0.5263,1.962,44.13158,21.685347,6743642,6743642,15378196,72269815808,3.0382063,50.641,42.07585,1427612469,1436489984,22924951,22880540,0.83769995,1.4,0.016,1436489984,11.82,4.2563453,-0.287,86541443072,0.069699995,1652000000,1.14,2.32,2.86,3.638,9.962,0.26203203,0.15,50.31,65,45,56.05,57,2.1,buy,18,5208000000,3.626,8686999552,9425000448,1.181,2.354,23786999808,33.535,16.579,0.07394,0.14377,-192500000,6125000192,-0.303,0.173,0.39858,0.3652,0.2585,
GRMN,Garmin Ltd.,Scientific & Technical Instruments,Technology,"Garmin Ltd. designs, develops, manufactures, markets, and distributes a range of wireless devices worldwide. Its Fitness segment offers running and multi-sport watches; cycling products; smartwatch devices; scales and monitors; and fitness accessories. This segment also provides Garmin Connect and Garmin Connect Mobile, which are web and mobile platforms where users can track and analyze their fitness, activities and workouts, and wellness data; and Connect IQ, an application development platform. The company's Outdoor segment offers adventure watches, outdoor handhelds and satellite communicators, golf devices, consumer automotive devices, and dog devices, as well as InReach and Gramin response communication device. Its Aviation segment designs, manufactures, and markets various aircraft avionics solutions, including integrated flight decks, electronic flight displays and instrumentation, navigation and communication products, automatic flight control systems and safety-enhancing technologies, audio control systems, engine indication systems, traffic awareness and avoidance solutions, ADS-B and transponders, weather information and avoidance solutions, datalink and connectivity solutions, and various services. The company's Marine segment provides chartplotters and multi-function displays, cartography products, fishfinders, sonar products, autopilot systems, radars, compliant instrument displays and sensors, VHF communication radios, handhelds and wearable devices, sailing products, audio products and accessories, digital switching products, and trolling motors. Its Auto segment offers embedded domain controllers and infotainment units; and software, map database, cameras, wearables, and automotive solutions. The company sells its products through independent retailers, dealers, distributors, installation and repair shops, and original equipment manufacturers, as well as online webshop. Garmin Ltd. was founded in 1989 and is based in Schaffhausen, Switzerland.",19900,7,10,8,7,9,161.45,161.53,99.61,171.64,3,0.4118,0.992,22.894218,26.265373,177056,177056,770966,31178102784,5.707686,158.7618,131.75784,154415119,192078000,2350012,2867379,0.55711,2.48,0.0152,192990000,37.725,4.302717,0.364,28954945536,0.24957001,1363270016,7.09,6.18,3.52,5.301,21.095,0.5754293,0.75,162.32,166,118,143.08,144,3.1,hold,5,2196360960,11.435,1372569984,140359008,2.598,4.043,5462476800,1.937,28.525,0.0912,0.19973,1053591488,1532359936,0.362,0.204,0.57745,0.25127,0.21598,5.973
IT,"Gartner, Inc.",Information Technology Services,Technology,"Gartner, Inc. operates as a research and advisory company in the United States, Canada, Europe, the Middle East, Africa, and internationally. It operates through three segments: Research, Conferences, and Consulting. The Research segment delivers its research primarily through a subscription service that include on-demand access to published research content, data and benchmarks, and direct access to a network of research experts. The Conferences segment offers executives and teams in an organization the opportunity to learn, share, and network. The Consulting segment offers market-leading research, custom analysis, and on-the-ground support services. This segment also offers actionable solutions for IT-related priorities, including IT cost optimization, digital transformation, and IT sourcing optimization. Gartner, Inc. was founded in 1979 and is headquartered in Stamford, Connecticut.",20290,4,2,4,2,1,452.13,451.79,323.61,486.54,0,0,1.318,44.61905,34.811146,103305,103305,422874,34915094528,5.847432,440.5726,426.8269,75172687,77630496,1206461,1033095,0.93325996,2.55,0.0182,77630496,9.182,48.98279,-0.288,36804259840,0.13352,797228032,10.08,12.92,3.81,6.164,28.912,0.34191084,1.195,449.76,529,421,477.77,473.36,2.4,buy,10,1242861056,16.01,1272969984,2948058880,0.78,0.914,5971013120,410.494,75.846,0.09336001,1.33872,1076690432,1179894016,-0.274,0.045,0.67718005,0.21319,0.18658,
GE,GE Aerospace,Aerospace & Defense,Industrials,"General Electric Company, doing business as GE Aerospace, designs and produces commercial and defense aircraft engines, integrated engine components, electric power, and mechanical aircraft systems. It also offers aftermarket services to support its products. The company operates in the United States, Europe, China, Asia, the Americas, the Middle East, and Africa. General Electric Company was incorporated in 1892 and is based in Evendale, Ohio.",125000,10,6,2,2,4,164.24,164.1,82.49002,170.8,1.12,0.063200004,1.238,42.490765,31.826086,2271751,2271751,7347759,1.76E+11,2.5355792,161.293,119.54767,1089527701,1094610048,11116028,10930473,0.77097,1.64,0.010199999,1094610048,27.275,5.904308,-0.795,1.83E+11,0.05052,4192000000,3.79,5.06,1.35,2.635,21.593,0.9702511,0.28,161.04,211,165,185.65,180.02,1.8,buy,14,20284000256,18.531,8482999808,22432999424,0.715,1.166,69520998400,72.125,63.81,0.02431,0.13635,6139125248,6430000128,-0.792,0.108,0.22494,0.12202,0.09612001,2.0301
GEHC,GE HealthCare Technologies Inc.,Health Information Services,Healthcare,"GE HealthCare Technologies Inc. engages in the development, manufacture, and marketing of products, services, and complementary digital solutions used in the diagnosis, treatment, and monitoring of patients in the United States, Canada, and internationally. The company operates through four segments: Imaging, Ultrasound, Patient Care Solutions, and Pharmaceutical Diagnostics. The Imaging segment offers molecular imaging, computed tomography (CT) scanning, magnetic resonance (MR) imaging, image-guided therapy, X-ray systems, and women's health products. The Ultrasound segment provides medical devices and solutions for screening, diagnosis, treatment, and monitoring of certain diseases in clinical areas, such as radiology and primary care, women's health, cardiovascular, and point of care and handheld ultrasound solutions, as well as surgical visualization and guidance products. The Patient Care Solutions segment provides medical devices, consumables, services, and digital solutions. Its portfolio includes patient monitoring solutions, anesthesia delivery and respiratory care products, electrocardiogram solutions, maternal infant care products, and consumables and services. The Pharmaceutical Diagnostics supplies diagnostic agents, including CT, angiography and X-ray, MR, single-photon emission computed tomography, positron emission tomography, and ultrasound to the radiology and nuclear medicine industry. The segment also provides contrast media pharmaceuticals that are administered to a patient prior to certain diagnostic scans to increase the visibility of tissues or structures during imaging exams; and molecular imaging agents or radiopharmaceuticals, which are molecular tracers labeled with radioisotopes. It has an AI collaboration with Mass General Brigham. The company was formerly known as GE Healthcare Holding LLC and changed its name to GE HealthCare Technologies Inc. in December 2022. The company was incorporated in 2022 and is headquartered in Chicago, Illinois.",51000,10,6,6,5,7,79.17,79.33,62.35,94.5,0.12,0.0349,,23.078487,16.643606,693733,693733,2698243,36238753792,1.8588742,80.8616,77.12475,425092504,456464992,10364018,10954556,0.77365,3.56,0.028900001,456464992,16.234,4.8903537,0.005,43446362112,0.08053,1574000000,3.44,4.77,1.61,2.229,12.346,0.017609239,0.03,79.39,105,86,92.74,91,2.2,buy,14,2551000064,5.589,3519000064,9667999744,0.731,1.058,19495000064,127.227,42.799,0.05625,0.22392,1788749952,2052000000,0.976,-0.012,0.40687,0.18051,0.13849,6.1357
GEV,GE Vernova Inc.,Utilities - Renewable,Utilities,"GE Vernova Inc., an energy company, engages in the provision of various products and services that generate, transfer, orchestrate, convert, and store electricity in the United States, Europe, Asia, the Americas, the Middle East, and Africa. The company operates through three segments: Power, Wind, and Electrification. The Power segment designs, manufactures, and services gas, nuclear, hydro, and steam technologies. The Wind segment offers wind generation technologies, including onshore and offshore wind turbines and blades. The Electrification segment provides grid solutions, power conversion, solar, and storage solutions; and electrification software for the transmission, distribution, conversion, storage, and orchestration of electricity from point of generation to point of consumption. The company was incorporated in 2023 and is headquartered in Cambridge, Massachusetts.",80000,,,,,,175.73,176.55,119,185.5,0,0,,,31.987366,887710,887710,4809596,48570785792,1.442254,160.5544,156.83345,274041669,274086016,4587894,3860581,0.43703,1.72,,274086016,,,,46938050560,-0.00751,-253000000,,5.54,,1.394,62.17,0.23736095,0,177.21,190,160,173.75,173,2.3,buy,8,3255000064,11.876,755000000,1021000000,0.614,0.991,33677000704,10.229,122.87,,,,1432000000,,0.064,0.15642999,0.02242,-0.00165,
GEN,Gen Digital Inc.,Software - Infrastructure,Technology,"Gen Digital Inc. engages in the provision of cyber safety solutions for consumers in the United States, Canada, Latin America, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company offers security and performance products under Norton, Avast, Avira, AVG, and CCleaner brands that provide real-time protection and maintenance for PCs, Macs, and mobile devices against malware, viruses, adware, and other online threats. It also provides identity protection solutions, including LifeLock Identity Theft Protection, Avast and AVG Secure Identity, Norton Identity Theft Protection, and Dark Web Monitoring for monitoring of credit reports, financial accounts, the dark web, and social media accounts to help safeguard customers' personal information. In addition, the company offers Virtual Private Network (VPN) solutions under Norton, Avast and AVG brands to enhance security and online privacy that allows customers to securely transmit and access private information, such as passwords, bank details, and credit card numbers, when using public Wi-Fi on PCs, Macs, and mobile iOS and Android devices; AntiTrack and Secure Browser products which helps to keep personal information and browsing activity anonymous while browsing online; and Privacy Monitor Assistant and BreachGuard products for removing customers' data from public data broker sites; and ReputationDefender, a white glove service that helps customers manage all aspects of their personal branding online, including search results, social media sites, and overall web presence. It markets and sells its products and related services through retailers, telecom service providers, hardware original equipment manufacturers, and employee benefit providers, as well as e-commerce platform. The company was formerly known as NortonLifeLock Inc. and changed its name to Gen Digital Inc. in November 2022. Gen Digital Inc. was founded in 1982 and is headquartered in Tempe, Arizona.",3400,1,2,4,1,1,24.22,23.94,16.38,25.62,0.5,0.5208,1.078,25.09271,9.752632,1537283,1537283,5258701,15083231232,3.9567764,22.827,21.3056,568552997,626145984,19954793,17040644,0.85803,4.12,0.041300002,626145984,3.526,6.831821,-0.854,22974253056,0.16159001,616000000,0.96,2.47,0.97,6.027,12.929,0.3410853,0.125,24.089,29,25,26.56,26,2.3,buy,7,846000000,1.351,1776999936,8654999552,0.447,0.513,3812000000,393.946,5.984,0.05994,0.28019,976499968,2064000000,-0.853,0.021,0.80824,0.46616,0.4364,0.6519
GNRC,Generac Holdlings Inc.,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and distributes various energy technology products and solution worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; Mobile Link, a remote monitoring system for home standby generators; residential storage solution, which consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; smart home solutions, such as smart thermostats and a suite of home monitoring products. It also provides smart home energy management devices and sensors for heating and cooling system; smart doorbell cameras; and portable and inverter generators; multiple portable battery solutions; manual transfer switches; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. In addition, the company offers commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, commercial mobile pumps, heaters, dust-suppression equipment, and mobile energy storage systems; stationary energy storage system and related inverter products; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical/HVAC/solar wholesalers, solar installers, catalogs, equipment rental companies, and other equipment distributors; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",8315,4,8,8,10,9,137,137.3,79.86,156.95,0,0,1.445,38.439224,17.862644,296641,296641,1059059,8434493440,2.0960314,139.3418,120.4787,59557328,60614400,3417437,3060282,0.9353,2.77,0.0656,60614400,39.192,3.5504692,1.11,9694733312,0.056760002,223220992,3.62,7.79,1.87,2.409,16.785,0.04572165,5,139.15,175,78,141.95,144.5,2.4,buy,22,249355008,4.114,577598016,1627884032,0.858,2.287,4024029952,68.415,66.143,0.049450003,0.09712,466260992,652126976,6.8,0.002,0.35022,0.14354,0.0752,1.3889
